pl_name,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff
TOI-1181 b,Transit,2022,2.103189,17.02644168,374.71969185,1942.12,6054.0
TOI-1184 b,Transit,2024,5.748433803,2.39,6.8,715.47,4534.0
TOI-1194 b,Transit,2023,2.3106446,8.71664516,120.0,1264.29,5394.0
TOI-1199 b,Transit,2024,3.671463,10.5140239,75.96098927,1486.0,5710.0
TOI-1201 b,Transit,2021,2.4919863,2.415,6.28,703.0,3476.0
TOI-1203 b,Radial Velocity,2025,4.1572888,1.52,3.51,1361.2,5737.0
TOI-1203 c,Radial Velocity,2025,13.0766,2.2,5.46,,5737.0
TOI-1203 d,Transit,2025,25.502672,2.918,7.39,743.6,5737.0
TOI-1203 e,Radial Velocity,2025,204.59,7.31,42.1,,5737.0
TOI-122 b,Transit,2020,5.07803,2.72,7.85,471.0,3403.0
TOI-1221 b,Transit,2023,91.68278,2.91,1112.3994245,440.0,5592.0
TOI-1224 b,Transit,2024,4.1782745,2.104,5.08,541.0,3326.0
TOI-1224 c,Transit,2024,17.945466,2.884,8.67,303.12,3326.0
TOI-1227 b,Transit,2022,27.36397,9.57246952,66.5,243.77,3072.0
TOI-1231 b,Transit,2021,24.245586,3.65,15.4,329.6,3553.0
TOI-1235 b,Transit,2020,3.444714,1.69,6.69,775.0,3997.0
TOI-1238 b,Transit,2022,0.764597,1.21,3.76,1133.0,4089.0
TOI-1238 c,Transit,2022,3.294736,2.11,8.32,695.0,4089.0
TOI-1244 b,Transit,2024,6.400316483,2.467,6.6,714.86,4599.0
TOI-1246 b,Transit,2022,4.30744,3.01,8.1,955.0,5151.0
TOI-1246 c,Transit,2022,5.904137,2.45109846,9.1,862.49,5213.0
TOI-1246 d,Transit,2022,18.654874,3.43139739,5.4,587.77,5213.0
TOI-1246 e,Transit,2022,37.92548,3.5141875,14.5,463.98,5213.0
TOI-1248 b,Transit,2024,4.3601561,6.8084859,27.4,952.09,5205.0
TOI-1249 b,Transit,2024,13.079151,3.2710301,11.9,726.89,5497.0
TOI-125 b,Transit,2019,4.65382,2.726,9.5,1037.0,5320.0
TOI-125 c,Transit,2019,9.15059,2.759,6.63,827.8,5320.0
TOI-125 d,Transit,2020,19.98,2.93,13.6,638.1,5320.0
TOI-1259 A b,Transit,2021,3.477978,11.45557828,140.16232749,963.0,4775.0
TOI-1260 b,Transit,2021,3.127463,2.41,8.56,871.0,4227.0
TOI-1260 c,Transit,2021,7.493134,2.76,13.2,651.0,4227.0
TOI-1260 d,Transit,2022,16.608164,3.12,11.84,499.0,4227.0
TOI-1266 b,Transit,2020,10.8945,2.52,4.46,415.0,3563.0
TOI-1266 c,Transit,2020,18.8027,1.98,3.17,346.0,3563.0
TOI-1266 d,Transit Timing Variations,2025,32.509,1.74,3.68,288.0,3563.0
TOI-1268 b,Transit,2022,8.1577094,9.1,96.4,918.9,5300.0
TOI-1269 b,Transit,2024,4.2529913,2.40144286,6.4,1004.9,5499.0
TOI-1272 b,Transit,2022,3.31599,4.13204907,27.0,975.0,5065.0
TOI-1272 c,Radial Velocity,2022,8.6811,4.95,21.7,697.0,5065.0
TOI-1273 b,Transit,2024,4.631296,11.09689089,70.55790635,1211.0,5690.0
TOI-1278 b,Transit,2021,14.47567,12.21778896,5879.8255295,407.87,3799.0
TOI-1279 b,Transit,2024,9.61419,2.66146528,10.6,759.0,5457.0
TOI-128.01,Transit,2024,4.9404681,2.21898,5.56,1344.51,6086.0
TOI-1288 b,Transit,2022,2.6998279,4.96846551,44.1,1203.44,5388.0
TOI-1288 c,Radial Velocity,2022,416.0,11.1,85.7,,5388.0
TOI-1294 b,Transit,2024,3.915292,10.12369881,63.9,1392.74,5718.0
TOI-1294 c,Radial Velocity,2024,159.9,14.3,147.0,,5718.0
TOI-1295 b,Transit,2024,3.1968838,15.69257298,451.31633794,2360.0,6280.0
TOI-1296 b,Transit,2021,3.9443736,14.11645916,95.3,1414.84,5567.0
TOI-1298 b,Transit,2021,4.537143,9.65807033,99.0,1278.0,5752.0
TOI-1301.01,Transit,2024,6.096407209,2.477,6.7,737.36,4820.0
TOI-132 b,Transit,2020,2.1097019,3.42,22.4,1395.0,5397.0
TOI-1333 b,Transit,2021,4.720219,15.647764,753.2571,1679.0,6274.0
TOI-1338 b,Transit,2020,95.4001,7.661,11.3,254.65,5723.2
TOI-1338 c,Radial Velocity,2023,215.79,10.3,75.4,,5723.2
TOI-1346 b,Transit,2025,1.7622538,2.39,6.3,1324.0,5099.0
TOI-1346 c,Transit,2025,5.502558,2.23,5.6,928.0,5099.0
TOI-1347 b,Transit,2024,0.84742346,1.8,11.1,1400.0,5464.0
TOI-1347 c,Transit,2024,4.841962,1.6,6.4,1000.0,5464.0
TOI-1386 b,Transit,2024,25.8401,6.2163865,45.8,615.03,5735.0
TOI-1386 c,Radial Velocity,2024,232.0,10.3,75.2,327.4,5735.0
TOI-139 b,Transit,2023,11.07085,2.4566,6.6,561.17,4570.0
TOI-1408 b,Transit,2023,4.42587,25.0,593.0,1293.0,6117.0
TOI-1408 c,Transit Timing Variations,2024,2.1664,2.22,7.6,1864.0,6117.0
